_id,name,code,docstring,human_label,one_line_summary,function_behavior,function_signature,examples,precond_postcond,candidate,exit_code,generated_by,predicted_exit_code
6367676b1a6d9265ec0181df,startsWithIgnoreCase,"public static boolean startsWithIgnoreCase(String str,String prefix){
  if (str == null || prefix == null) {
    return false;
  }
  if (str.startsWith(prefix)) {
    return true;
  }
  if (str.length() < prefix.length()) {
    return false;
  }
  String lcStr=str.substring(0,prefix.length()).toLowerCase();
  String lcPrefix=prefix.toLowerCase();
  return lcStr.equals(lcPrefix);
}
","/** 
 * Returns  {@code true} if the given string starts with the specified case-insensitive prefix, {@code false} otherwise.
 * @param str the String to check
 * @param prefix the prefix to look for
 * @return {@code true} if the given string starts with the specified case-insensitive prefix, {@code false} otherwise.
 * @see java.lang.String#startsWith
 */
","Return true if the given string starts with the specified case-insensitive prefix, false otherwise.",Case-insensitive prefix matching function.,"Checks if a string starts with a given prefix, ignoring case. Ensures null inputs return false.","@param str String: The main string to check.
@param prefix String: The prefix to check against.
@return boolean: True if str starts with prefix ignoring case, false otherwise.","""Hello"", ""he"" -> true (case ignored)
""Hello"", ""Ho"" -> false (different letters)
""test"", ""testers"" -> false (prefix longer)","Both inputs must be non-null for checking, returns false otherwise; handles case insensitivity.","public static boolean startsWithIgnoreCase(String str,String prefix){
    return str.startsWith(prefix.toUpperCase());
}",1,starcoder2-7b,1.0
636767001a6d9265ec017873,reverse,"public static String reverse(final String str){
  if (str == null) {
    return null;
  }
  return new StringBuilder(str).reverse().toString();
}
","/** 
 * <p>Reverses a String as per  {@link StringBuilder#reverse()}.</p> <p>A <code>null</code> String returns <code>null</code>.</p> <pre> StringUtils.reverse(null)  = null StringUtils.reverse("""")    = """" StringUtils.reverse(""bat"") = ""tab"" </pre>
 * @param str  the String to reverse, may be null
 * @return the reversed String, <code>null</code> if null String input
 */
",Reverse the given String as per.,Reverses a string.,"This function takes a string and returns a new string with the characters in reverse order. If the input string is null, it returns null.","@param str String: The input string to be reversed
   @return String: The reversed string or null if the input is null","""hello"" -> ""olleh"" (reverses characters)
""12345"" -> ""54321"" (reverses numeric string)
null -> null (null input returns null)",The function expects a string or null as input; it returns a reversed string or null if the input is null.,"public static String reverse(final String str){
    if (str == null) {
        return null;
    }
    StringBuilder sb = new StringBuilder(str);
    return sb.reverse().toString();
}",0,Qwen2.5-Coder-7B-Instruct,1.0
636767001a6d9265ec017873,reverse,"public static String reverse(final String str){
  if (str == null) {
    return null;
  }
  return new StringBuilder(str).reverse().toString();
}
","/** 
 * <p>Reverses a String as per  {@link StringBuilder#reverse()}.</p> <p>A <code>null</code> String returns <code>null</code>.</p> <pre> StringUtils.reverse(null)  = null StringUtils.reverse("""")    = """" StringUtils.reverse(""bat"") = ""tab"" </pre>
 * @param str  the String to reverse, may be null
 * @return the reversed String, <code>null</code> if null String input
 */
",Reverse the given String as per.,Reverses a string.,"This function takes a string and returns a new string with the characters in reverse order. If the input string is null, it returns null.","@param str String: The input string to be reversed
   @return String: The reversed string or null if the input is null","""hello"" -> ""olleh"" (reverses characters)
""12345"" -> ""54321"" (reverses numeric string)
null -> null (null input returns null)",The function expects a string or null as input; it returns a reversed string or null if the input is null.,"public static void main(String[] args) {
        System.out.println(reverse(""Hello World"")); // Expected output: ""dlroW olleH""
    }",1,Qwen2.5-Coder-7B-Instruct,
636766ff1a6d9265ec01783b,sub,"public static String sub(String str,int start,int end){
  return StringUtils.substring(str,start,end);
}
","/** 
 * Gets a substring from the specified String avoiding exceptions. 
 */
",Get a substring from the specified String avoiding exceptions. ,Extracts a substring from the input string.,"Returns a substring from the given `start` index to the `end` index, exclusive, using `StringUtils.substring`.","@param str String: the input string
@param start int: the starting index for the substring
@param end int: the ending index (exclusive) for the substring
@return String: the extracted substring","""hello"", 0, 2 -> ""he"" (extracts characters from index 0 to 1)
""world"", 1, 4 -> ""orl"" (extracts characters from index 1 to 3)
""java"", 2, 4 -> ""va"" (extracts characters from index 2 to 3)","The input indices should be within the bounds of the string, ensuring extracted substring exists, and original string remains unchanged.","public static String sub(String str,int start,int end){ 
  if(str == null) return null; 
  if(start > end) return """"; 
  if(str.length() <= end) return str.substring(start); 
  return str.substring(start,end); 
}",0,CodeLlama-7b-Instruct-hf,
636766ff1a6d9265ec01783b,sub,"public static String sub(String str,int start,int end){
  return StringUtils.substring(str,start,end);
}
","/** 
 * Gets a substring from the specified String avoiding exceptions. 
 */
",Get a substring from the specified String avoiding exceptions. ,Extracts a substring from the input string.,"Returns a substring from the given `start` index to the `end` index, exclusive, using `StringUtils.substring`.","@param str String: the input string
@param start int: the starting index for the substring
@param end int: the ending index (exclusive) for the substring
@return String: the extracted substring","""hello"", 0, 2 -> ""he"" (extracts characters from index 0 to 1)
""world"", 1, 4 -> ""orl"" (extracts characters from index 1 to 3)
""java"", 2, 4 -> ""va"" (extracts characters from index 2 to 3)","The input indices should be within the bounds of the string, ensuring extracted substring exists, and original string remains unchanged.","public static String sub(String str,int start,int end){
    try{
        //return the substring
        return str.substring(start,end);
    }catch(Exception ex){
        return """";
    }
}",1,CodeLlama-7b-Instruct-hf,1.0
6367671a1a6d9265ec017c15,putByteArray,"public ByteVector putByteArray(final byte[] byteArrayValue,final int byteOffset,final int byteLength){
  if (length + byteLength > data.length) {
    enlarge(byteLength);
  }
  if (byteArrayValue != null) {
    System.arraycopy(byteArrayValue,byteOffset,data,length,byteLength);
  }
  length+=byteLength;
  return this;
}
","/** 
 * Puts an array of bytes into this byte vector. The byte vector is automatically enlarged if necessary.
 * @param byteArrayValue an array of bytes. May be {@literal null} to put {@code byteLength} nullbytes into this byte vector.
 * @param byteOffset index of the first byte of byteArrayValue that must be copied.
 * @param byteLength number of bytes of byteArrayValue that must be copied.
 * @return this byte vector.
 */
","Put an array of bytes into this byte vector, enlarge the byte vector automatically if necessary.","Inserts a byte array into a ByteVector, enlarging if necessary.","Copies the specified segment of a byte array into the ByteVector's data array starting from the current length, enlarges the array if too small, then updates the length.","@param byteArrayValue byte[]: the source byte array
@param byteOffset int: the starting offset in byteArrayValue
@param byteLength int: the number of bytes to insert
@return ByteVector: the modified ByteVector instance","(byte[], 0, 3)
-> ByteVector instance (inserts first three bytes)
(byte[], 2, 2)
-> ByteVector instance (inserts two bytes starting from index 2)
(null, 0, 0)
-> ByteVector instance (no changes made)",Assumes data array has enough space or can be enlarged; modifies ByteVector and increases length by byteLength.,"public ByteVector putByteArray(final byte[] byteArrayValue,final int byteOffset,final int byteLength){
  if (length + byteLength > data.length) {
    enlarge(byteLength);
  }
  if (byteArrayValue != null) {
    System.arraycopy(byteArrayValue,byteOffset,data,length,byteLength);
  }
  length+=byteLength;
  return this;
}
",0,reference,
6367671a1a6d9265ec017c15,putByteArray,"public ByteVector putByteArray(final byte[] byteArrayValue,final int byteOffset,final int byteLength){
  if (length + byteLength > data.length) {
    enlarge(byteLength);
  }
  if (byteArrayValue != null) {
    System.arraycopy(byteArrayValue,byteOffset,data,length,byteLength);
  }
  length+=byteLength;
  return this;
}
","/** 
 * Puts an array of bytes into this byte vector. The byte vector is automatically enlarged if necessary.
 * @param byteArrayValue an array of bytes. May be {@literal null} to put {@code byteLength} nullbytes into this byte vector.
 * @param byteOffset index of the first byte of byteArrayValue that must be copied.
 * @param byteLength number of bytes of byteArrayValue that must be copied.
 * @return this byte vector.
 */
","Put an array of bytes into this byte vector, enlarge the byte vector automatically if necessary.","Inserts a byte array into a ByteVector, enlarging if necessary.","Copies the specified segment of a byte array into the ByteVector's data array starting from the current length, enlarges the array if too small, then updates the length.","@param byteArrayValue byte[]: the source byte array
@param byteOffset int: the starting offset in byteArrayValue
@param byteLength int: the number of bytes to insert
@return ByteVector: the modified ByteVector instance","(byte[], 0, 3)
-> ByteVector instance (inserts first three bytes)
(byte[], 2, 2)
-> ByteVector instance (inserts two bytes starting from index 2)
(null, 0, 0)
-> ByteVector instance (no changes made)",Assumes data array has enough space or can be enlarged; modifies ByteVector and increases length by byteLength.,"public ArrayList<Byte> putByteArray(final byte[] byteArrayValue, final int byteOffset, final int byteLength) {
    ArrayList<Byte> byteVector = new ArrayList<>();
    
    // Ensure capacity to avoid frequent resizing
    byteVector.ensureCapacity(byteLength);
    
    for (int i = byteOffset; i < byteOffset + byteLength; i++) {
        byteVector.add(byteArrayValue[i]);
    }
    
    return byteVector;
}",1,deepseek-coder-6.7b-instruct,
6367675c1a6d9265ec01805b,removeFromTreeEdgeList,"public void removeFromTreeEdgeList(){
  for (int dir=0; dir < 2; dir++) {
    if (prev[dir] != null) {
      prev[dir].next[dir]=next[dir];
    }
 else {
      head[1 - dir].first[dir]=next[dir];
    }
    if (next[dir] != null) {
      next[dir].prev[dir]=prev[dir];
    }
  }
  head[0]=head[1]=null;
}
","/** 
 * Removes this edge from both doubly linked lists of tree edges.
 */
",Remove this edge from both doubly linked lists of the tree edges.,Removes the current node from a doubly-linked list that represents a tree edge list.,The function updates pointers to remove a node from a bidirectional structure by adjusting previous and next links in both directions.,,"Node A with prev and next adjusted -> Node A removed from tree edge list (prev and next are rearranged)
Node B at the start -> Node B's next becomes the new head (start of list changes)
Node C at the end -> Node C's prev becomes new last (end of list changes)","The input structure is a valid doubly-linked list, and after execution, the list remains valid without the removed node.","public void removeFromTreeEdgeList(){
  for (int dir=0; dir < 2; dir++) {
    if (prev[dir] != null) {
      prev[dir].next[dir]=next[dir];
    }
 else {
      head[1 - dir].first[dir]=next[dir];
    }
    if (next[dir] != null) {
      next[dir].prev[dir]=prev[dir];
    }
  }
  head[0]=head[1]=null;
}
",0,reference,1.0
6367675c1a6d9265ec01805b,removeFromTreeEdgeList,"public void removeFromTreeEdgeList(){
  for (int dir=0; dir < 2; dir++) {
    if (prev[dir] != null) {
      prev[dir].next[dir]=next[dir];
    }
 else {
      head[1 - dir].first[dir]=next[dir];
    }
    if (next[dir] != null) {
      next[dir].prev[dir]=prev[dir];
    }
  }
  head[0]=head[1]=null;
}
","/** 
 * Removes this edge from both doubly linked lists of tree edges.
 */
",Remove this edge from both doubly linked lists of the tree edges.,Removes the current node from a doubly-linked list that represents a tree edge list.,The function updates pointers to remove a node from a bidirectional structure by adjusting previous and next links in both directions.,,"Node A with prev and next adjusted -> Node A removed from tree edge list (prev and next are rearranged)
Node B at the start -> Node B's next becomes the new head (start of list changes)
Node C at the end -> Node C's prev becomes new last (end of list changes)","The input structure is a valid doubly-linked list, and after execution, the list remains valid without the removed node.","public void removeFromTreeEdgeList(){
	if(getTreeEdge1()!= null)
		getTreeEdge1().clearTreeEdge();
	if(getTreeEdge2()!= null)
		getTreeEdge2().clearTreeEdge();
}",1,starcoder2-7b,1.0
636767791a6d9265ec01826d,findAndSubst,"public static String findAndSubst(String key,Properties props){
  String value=props.getProperty(key);
  if (value == null)   return null;
  try {
    return substVars(value,props);
  }
 catch (  IllegalArgumentException e) {
    LogLog.error(""Bad option value ["" + value + ""]."",e);
    return value;
  }
}
","/** 
 * Find the value corresponding to <code>key</code> in <code>props</code>. Then perform variable substitution on the found value.
 */
","Find the value corresponding to key in props, then perform variable substitution on the found value. Return the substitution result, or the value in case of exception. ",Substitute variables in a property value.,"Retrieves a property by key, substitutes its variables, and returns the updated value. Logs an error and returns the original value on IllegalArgumentException.","@param key String: The key to look up in the properties.
   @param props Properties: The collection of key-value pairs where substitution will occur.
   @return String: The value with substituted variables or null if the key is not found.","key=""path"", props={""path"":""${base}/dir"", ""base"":""/home""} -> ""/home/dir"" (substitution successful)
key=""missing"", props={""path"":""${base}/dir""} -> null (key not found)
key=""invalid"", props={""invalid"":""${foo""} -> ""${foo"" (invalid placeholder)",Keys and properties must be defined. The return is either a substituted string or original/nonexistent value.,"public static String findAndSubst(String key,Properties props){
  String value=props.getProperty(key);
  if (value == null)   return null;
  try {
    return substVars(value,props);
  }
 catch (  IllegalArgumentException e) {
    LogLog.error(""Bad option value ["" + value + ""]."",e);
    return value;
  }
}
",0,reference,
636767791a6d9265ec01826d,findAndSubst,"public static String findAndSubst(String key,Properties props){
  String value=props.getProperty(key);
  if (value == null)   return null;
  try {
    return substVars(value,props);
  }
 catch (  IllegalArgumentException e) {
    LogLog.error(""Bad option value ["" + value + ""]."",e);
    return value;
  }
}
","/** 
 * Find the value corresponding to <code>key</code> in <code>props</code>. Then perform variable substitution on the found value.
 */
","Find the value corresponding to key in props, then perform variable substitution on the found value. Return the substitution result, or the value in case of exception. ",Substitute variables in a property value.,"Retrieves a property by key, substitutes its variables, and returns the updated value. Logs an error and returns the original value on IllegalArgumentException.","@param key String: The key to look up in the properties.
   @param props Properties: The collection of key-value pairs where substitution will occur.
   @return String: The value with substituted variables or null if the key is not found.","key=""path"", props={""path"":""${base}/dir"", ""base"":""/home""} -> ""/home/dir"" (substitution successful)
key=""missing"", props={""path"":""${base}/dir""} -> null (key not found)
key=""invalid"", props={""invalid"":""${foo""} -> ""${foo"" (invalid placeholder)",Keys and properties must be defined. The return is either a substituted string or original/nonexistent value.,"public static String findAndSubst(String key,Properties props){ 
  // return the value corresponding to key
  String value = props.getProperty(key); 
  try{ 
    return StringUtil.substituteVariables(value,props); 
  }catch(IllegalArgumentException ex){ 
    return value; 
  } 
}",1,CodeLlama-7b-Instruct-hf,
636766fe1a6d9265ec017834,sessionId,"public static String sessionId(){
  HttpSession httpSession=servletSession();
  if (httpSession == null) {
    return null;
  }
  return httpSession.getId();
}
","/** 
 * Session ID. 
 */
",Return the servlet session id,Retrieves the HTTP session ID.,"Returns the ID of the current HTTP session if it exists, otherwise returns null.",@return String: the session ID or null if no session exists.,"sessionId()
-> ""abc123"" (returns session ID if session exists)
sessionId()
-> null (returns null if no session exists)","No session means the function returns null; otherwise, it provides a valid session ID.","public static String sessionId(){
  HttpSession httpSession=servletSession();
  if (httpSession == null) {
    return null;
  }
  return httpSession.getId();
}
",0,reference,1.0
636766fe1a6d9265ec017834,sessionId,"public static String sessionId(){
  HttpSession httpSession=servletSession();
  if (httpSession == null) {
    return null;
  }
  return httpSession.getId();
}
","/** 
 * Session ID. 
 */
",Return the servlet session id,Retrieves the HTTP session ID.,"Returns the ID of the current HTTP session if it exists, otherwise returns null.",@return String: the session ID or null if no session exists.,"sessionId()
-> ""abc123"" (returns session ID if session exists)
sessionId()
-> null (returns null if no session exists)","No session means the function returns null; otherwise, it provides a valid session ID.","public static String sessionId(){
    return session().getId();
}",1,CodeLlama-7b-Instruct-hf,1.0
636766ff1a6d9265ec01784b,isDigits,"public static boolean isDigits(String str){
  if ((str == null) || (str.length() == 0)) {
    return false;
  }
  for (int i=0; i < str.length(); i++) {
    if (!Character.isDigit(str.charAt(i))) {
      return false;
    }
  }
  return true;
}
","/** 
 * <p>Checks whether the <code>String</code> contains only digit characters.</p> <p><code>Null</code> and empty String will return <code>false</code>.</p>
 * @param str  the <code>String</code> to check
 * @return <code>true</code> if str contains only unicode numeric
 */
","Check whether a character string is a dight. If yes, true is returned. Otherwise, false is returned.",Checks if a string contains only digits.,"Determines if a given string is solely composed of digit characters, returning false for null or empty strings.","@param str String: the string to be checked  
@return boolean: true if the string contains only digits, false otherwise","""12345"" -> true (all digits)
""abc123"" -> false (contains non-digit characters)
"""" -> false (empty string)
null -> false (null input)","Input is a string, output is true if all characters are digits; false otherwise, including empty or null strings.","public static boolean isDigits(String str){
    if (str == null || str.isEmpty()) {
        return false;
    }
    for (char c : str.toCharArray()) {
        if (!Character.isDigit(c)) {
            return false;
        }
    }
    return true;
}",0,Qwen2.5-Coder-7B-Instruct,1.0
636766ff1a6d9265ec01784b,isDigits,"public static boolean isDigits(String str){
  if ((str == null) || (str.length() == 0)) {
    return false;
  }
  for (int i=0; i < str.length(); i++) {
    if (!Character.isDigit(str.charAt(i))) {
      return false;
    }
  }
  return true;
}
","/** 
 * <p>Checks whether the <code>String</code> contains only digit characters.</p> <p><code>Null</code> and empty String will return <code>false</code>.</p>
 * @param str  the <code>String</code> to check
 * @return <code>true</code> if str contains only unicode numeric
 */
","Check whether a character string is a dight. If yes, true is returned. Otherwise, false is returned.",Checks if a string contains only digits.,"Determines if a given string is solely composed of digit characters, returning false for null or empty strings.","@param str String: the string to be checked  
@return boolean: true if the string contains only digits, false otherwise","""12345"" -> true (all digits)
""abc123"" -> false (contains non-digit characters)
"""" -> false (empty string)
null -> false (null input)","Input is a string, output is true if all characters are digits; false otherwise, including empty or null strings.","public static boolean isDigits(String str) {
    for (int i = 0; i < str.length(); i++) {
        char c = str.charAt(i);
        if (!Character.isDigit(c)) {
            return false;
        }
    }
    return true;
}",1,Qwen2.5-Coder-7B-Instruct,1.0
636766fc1a6d9265ec0177da,isParameterSeparator,"private static boolean isParameterSeparator(final char c){
  if (Character.isWhitespace(c)) {
    return true;
  }
  for (  char separator : PARAMETER_SEPARATORS) {
    if (c == separator) {
      return true;
    }
  }
  return false;
}
","/** 
 * Determine whether a parameter name ends at the current position, that is, whether the given character qualifies as a separator. 
 */
","Check whether a character is a parameter separator. If yes, true is returned. Otherwise, false is returned.",Checks if a character is a parameter separator.,Determines if the character is whitespace or matches any character in PARAMETER_SEPARATORS.,"@param c char: the character to check
   @return boolean: true if the character is a separator, otherwise false","' ' -> true (whitespace is a separator)
',' -> true (comma is a separator in PARAMETER_SEPARATORS)
'a' -> false (letter is not a separator)",Only single characters are processed; returns a boolean indicating separator status.,"private static boolean isParameterSeparator(final char c) {
    return c == ',' || c == ' ' || c == ';';
}",0,Phi-3-mini-4k-instruct,1.0
636766fc1a6d9265ec0177da,isParameterSeparator,"private static boolean isParameterSeparator(final char c){
  if (Character.isWhitespace(c)) {
    return true;
  }
  for (  char separator : PARAMETER_SEPARATORS) {
    if (c == separator) {
      return true;
    }
  }
  return false;
}
","/** 
 * Determine whether a parameter name ends at the current position, that is, whether the given character qualifies as a separator. 
 */
","Check whether a character is a parameter separator. If yes, true is returned. Otherwise, false is returned.",Checks if a character is a parameter separator.,Determines if the character is whitespace or matches any character in PARAMETER_SEPARATORS.,"@param c char: the character to check
   @return boolean: true if the character is a separator, otherwise false","' ' -> true (whitespace is a separator)
',' -> true (comma is a separator in PARAMETER_SEPARATORS)
'a' -> false (letter is not a separator)",Only single characters are processed; returns a boolean indicating separator status.,"private static boolean isParameterSeparator(final char c){
    return c == ';' || c == ',' || c == '&' || c == '=';
}",1,Qwen2.5-Coder-7B-Instruct,1.0
6367670c1a6d9265ec017a35,endsWith,"private static boolean endsWith(final String str,final String suffix,final boolean ignoreCase){
  if (str == null || suffix == null) {
    return str == null && suffix == null;
  }
  if (suffix.length() > str.length()) {
    return false;
  }
  int strOffset=str.length() - suffix.length();
  return str.regionMatches(ignoreCase,strOffset,suffix,0,suffix.length());
}
","/** 
 * <p>Check if a String ends with a specified suffix (optionally case insensitive).</p>
 * @see String#endsWith(String)
 * @param str  the String to check, may be null
 * @param suffix the suffix to find, may be null
 * @param ignoreCase inidicates whether the compare should ignore case(case insensitive) or not.
 * @return <code>true</code> if the String starts with the prefix orboth <code>null</code>
 */
",Determines whether a character string ends with a specified suffix.,Check if a string ends with a specific suffix.,"Determines if the given string ends with the specified suffix, optionally ignoring case differences.","@param str String: The main string to check.
@param suffix String: The ending sequence to match.
@param ignoreCase boolean: Whether to ignore case differences in matching.
@return boolean: True if string ends with the suffix, considering case sensitivity.","""hello"", ""lo"", false -> true (matches suffix exactly)
""hello"", ""LO"", true -> true (ignores case and matches)
""hello"", ""HE"", true -> false (suffix length mismatch)",Strings should not be null unless both are. Returns true if suffix length is not greater than string length and matches the end.,"private static boolean endsWith(final String str, final String suffix, final boolean ignoreCase) {
    if(str == null || suffix == null || str.length() < suffix.length()) {
        return false;
    }

    if(ignoreCase) {
        return str.substring(str.length() - suffix.length()).equalsIgnoreCase(suffix);
    } else {
        return str.substring(str.length() - suffix.length()).equals(suffix);
    }
}",0,deepseek-coder-6.7b-instruct,1.0
6367670c1a6d9265ec017a35,endsWith,"private static boolean endsWith(final String str,final String suffix,final boolean ignoreCase){
  if (str == null || suffix == null) {
    return str == null && suffix == null;
  }
  if (suffix.length() > str.length()) {
    return false;
  }
  int strOffset=str.length() - suffix.length();
  return str.regionMatches(ignoreCase,strOffset,suffix,0,suffix.length());
}
","/** 
 * <p>Check if a String ends with a specified suffix (optionally case insensitive).</p>
 * @see String#endsWith(String)
 * @param str  the String to check, may be null
 * @param suffix the suffix to find, may be null
 * @param ignoreCase inidicates whether the compare should ignore case(case insensitive) or not.
 * @return <code>true</code> if the String starts with the prefix orboth <code>null</code>
 */
",Determines whether a character string ends with a specified suffix.,Check if a string ends with a specific suffix.,"Determines if the given string ends with the specified suffix, optionally ignoring case differences.","@param str String: The main string to check.
@param suffix String: The ending sequence to match.
@param ignoreCase boolean: Whether to ignore case differences in matching.
@return boolean: True if string ends with the suffix, considering case sensitivity.","""hello"", ""lo"", false -> true (matches suffix exactly)
""hello"", ""LO"", true -> true (ignores case and matches)
""hello"", ""HE"", true -> false (suffix length mismatch)",Strings should not be null unless both are. Returns true if suffix length is not greater than string length and matches the end.,"private static boolean endsWith(final String str,final String suffix,final boolean ignoreCase){
	if(str==null||suffix==null) return false;
	int len1=str.length(),len2=suffix.length();
	if(len1<len2) return false;
	for(int i=1,j=0;i<=len2;i++,j++){
		if(ignoreCase){
			int c0=str.charAt(len1-i)&0xff,c1=(suffix.charAt(len2-i)&0xff)-32;
			if(c0-c1!=0) return false;
		}else{
			int c0=str.charAt(len1-i)&0xff,c1=suffix.charAt(len2-i)&0xff;
			if(c0-c1!=0) return false;
		}
	}
	return true;
}",1,CodeLlama-7b-Instruct-hf,1.0
6367667f1a6d9265ec01745d,decodePath,"public static List<PathSegmentImpl> decodePath(URI u,boolean decode){
  String rawPath=u.getRawPath();
  if (rawPath != null && rawPath.length() > 0 && rawPath.charAt(0) == '/') {
    rawPath=rawPath.substring(1);
  }
  return decodePath(rawPath,decode);
}
","/** 
 * Decode the path component of a URI as path segments.
 * @param u the URI. If the path component is an absolute path componentthen the leading '/' is ignored and is not considered a delimiator of a path segment.
 * @param decode true if the path segments of the path componentshould be in decoded form.
 * @return the list of path segments.
 */
",Decode the raw path.,Decodes URI paths based on given flag.,"Processes and optionally decodes the path segments of a URI, removing any leading slash, and returns processed segments.","@param u URI: The URI containing the path to decode.  
@param decode boolean: Flag indicating whether to decode the path.  
@return List<PathSegmentImpl>: The list of processed path segments.","URI(""/example/path"", true)
-> List[pathSegment1, pathSegment2] (Decodes and splits path)
URI(""/example/path"", false)
-> List[pathSegment1, pathSegment2] (Splits path, no decoding)
URI("""", true)
-> List[] (Empty path results in empty list)","The input URI can be empty or with leading slash; the output is a list of path segments, optionally decoded.","public static List<PathSegmentImpl> decodePath(URI u, boolean decode) {
    String path = u.getRawPath();
    if (path.startsWith(""/"")) {
        path = path.substring(1);
    }

    List<PathSegmentImpl> pathSegments = new ArrayList<>();
    String[] segments = path.split(""/"");

    for (String segment : segments) {
        String decodedSegment = segment;
        if (decode) {
            try {
                decodedSegment = URLDecoder.decode(segment, StandardCharsets.UTF_8.name());
            } catch (UnsupportedEncodingException e) {
                throw new IllegalArgumentException(""UTF-8 not supported"", e);
            }
        }
        pathSegments.add(new PathSegmentImpl(decodedSegment, decode));
    }

    return pathSegments;
}",0,gpt-4-turbo,1.0
6367667f1a6d9265ec01745d,decodePath,"public static List<PathSegmentImpl> decodePath(URI u,boolean decode){
  String rawPath=u.getRawPath();
  if (rawPath != null && rawPath.length() > 0 && rawPath.charAt(0) == '/') {
    rawPath=rawPath.substring(1);
  }
  return decodePath(rawPath,decode);
}
","/** 
 * Decode the path component of a URI as path segments.
 * @param u the URI. If the path component is an absolute path componentthen the leading '/' is ignored and is not considered a delimiator of a path segment.
 * @param decode true if the path segments of the path componentshould be in decoded form.
 * @return the list of path segments.
 */
",Decode the raw path.,Decodes URI paths based on given flag.,"Processes and optionally decodes the path segments of a URI, removing any leading slash, and returns processed segments.","@param u URI: The URI containing the path to decode.  
@param decode boolean: Flag indicating whether to decode the path.  
@return List<PathSegmentImpl>: The list of processed path segments.","URI(""/example/path"", true)
-> List[pathSegment1, pathSegment2] (Decodes and splits path)
URI(""/example/path"", false)
-> List[pathSegment1, pathSegment2] (Splits path, no decoding)
URI("""", true)
-> List[] (Empty path results in empty list)","The input URI can be empty or with leading slash; the output is a list of path segments, optionally decoded.","public static List<PathSegmentImpl> decodePath(URI u,boolean decode){
PathSegmentsImpl segments=new PathSegmentsImpl(u.getPath(),decode);
//The query string.
segments.setQuery(u.getRawQuery());
//The path segment.
segments.setPathSegments(decode);
return segments;
}",1,starcoder2-7b,1.0
636766f11a6d9265ec017651,nullToEmpty,"public static Character[] nullToEmpty(final Character[] array){
  if (array == null || array.length == 0) {
    return ArrayUtils.EMPTY_CHARACTER_OBJECT_ARRAY;
  }
  return array;
}
","/** 
 * <p>Defensive programming technique to change a <code>null</code> reference to an empty one.</p> <p>This method returns an empty array for a <code>null</code> input array.</p> <p>As a memory optimizing technique an empty array passed in will be overridden with the empty <code>public static</code> references in this class.</p>
 * @param array  the array to check for <code>null</code> or empty
 * @return the same array, <code>public static</code> empty array if <code>null</code> or empty input
 * @since 2.5
 */
","If array is null or its length is 0, convert array to EMPTY_CHARACTER_OBJECT_ARRAY. Otherwise, return array itself.",Converts null or empty Character arrays to a predefined empty array.,"Returns a predefined empty Character array if the input is null or empty; otherwise, returns the original array.","@param array Character[]: The array to be checked and possibly replaced.
   @return Character[]: The original array or an empty predefined array.","null -> predefined empty array (input is null)
[] -> predefined empty array (input is empty)
['a', 'b'] -> ['a', 'b'] (non-empty input is returned)",Input is a Character array or null; the output is either the input array or a predefined empty array.,"public static Character[] nullToEmpty(final Character[] array) {
    return (array == null || array.length == 0) ? new Character[0] : array;
}",0,Qwen2.5-Coder-7B-Instruct,1.0
636766f11a6d9265ec017651,nullToEmpty,"public static Character[] nullToEmpty(final Character[] array){
  if (array == null || array.length == 0) {
    return ArrayUtils.EMPTY_CHARACTER_OBJECT_ARRAY;
  }
  return array;
}
","/** 
 * <p>Defensive programming technique to change a <code>null</code> reference to an empty one.</p> <p>This method returns an empty array for a <code>null</code> input array.</p> <p>As a memory optimizing technique an empty array passed in will be overridden with the empty <code>public static</code> references in this class.</p>
 * @param array  the array to check for <code>null</code> or empty
 * @return the same array, <code>public static</code> empty array if <code>null</code> or empty input
 * @since 2.5
 */
","If array is null or its length is 0, convert array to EMPTY_CHARACTER_OBJECT_ARRAY. Otherwise, return array itself.",Converts null or empty Character arrays to a predefined empty array.,"Returns a predefined empty Character array if the input is null or empty; otherwise, returns the original array.","@param array Character[]: The array to be checked and possibly replaced.
   @return Character[]: The original array or an empty predefined array.","null -> predefined empty array (input is null)
[] -> predefined empty array (input is empty)
['a', 'b'] -> ['a', 'b'] (non-empty input is returned)",Input is a Character array or null; the output is either the input array or a predefined empty array.,"public static Character[] nullToEmpty(final Character[] array){
    return isNullOrEmpty(array) ? EMPTY_CHARACTER_OBJECT_ARRAY : array;
}",1,CodeLlama-7b-Instruct-hf,1.0
